,Unnamed: 0,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,birthday,ages,targets,NextGame,DaysRest
57061,39480,kimby01,2.0,4,4,6,6,2,1,1,5.57,13,48,27,19,2,6,4,5,3,0,23,-0.4,1.22,-4.7,2006-09-28,1.0,1979-01-19,23.923340178,1.0,2007-04-15,199
57119,39316,kimsu01,9.0,3,3,0,0,1,3,0,4.4,30,101,66,36,12,18,13,13,1,0,83,0.471,0.77,5.1,2005-09-24,1.0,1977-09-04,24.2381930185,1.0,2005-09-29,5
57203,68211,kinnema01,6.0,6,6,4,1,3,0,2,4.35,28,103,67,47,3,17,13,12,3,0,47,-0.124,0.91,-0.7,2002-06-24,1.0,1976-12-16,22.0479123888,1.0,2002-06-29,5
57439,43371,knottga01,4.1,6,6,8,7,3,4,1,5.6,23,79,44,25,9,10,5,11,4,0,22,-0.43,0.98,-4.3,2004-07-22,1.0,1977-02-12,23.7070499658,1.0,2004-07-27,5
57444,43427,knottga01,6.2,5,5,2,2,2,3,1,5.5,28,99,66,40,5,21,8,15,7,0,57,0.122,1.18,1.2,2004-09-27,1.0,1977-02-12,23.8631074606,1.0,2004-10-02,5
57817,59818,kurodhi01,9.0,4,4,0,0,0,11,0,3.49,29,112,77,38,21,18,11,7,2,0,90,0.466,0.88,4.5,2008-06-06,1.0,1975-02-10,28.7857631759,1.0,2008-06-12,6
59320,4496,lawrebr02,3.2,6,6,3,3,3,2,2,5.06,20,74,39,25,3,11,7,8,2,0,36,-0.179,1.15,-1.7,2005-09-24,1.0,1976-05-14,25.3689253936,1.0,2005-09-29,5
59867,35676,leecl02,7.0,4,4,1,1,2,4,0,4.46,26,104,71,42,6,23,5,15,3,0,67,0.168,0.74,2.8,2006-09-25,1.0,1978-08-30,24.2518822724,1.0,2006-10-01,6
60584,79246,leiteal01,5.2,8,8,8,7,5,4,1,5.44,31,112,65,44,7,14,9,13,2,0,22,-0.295,0.97,-3.4,2003-06-24,1.0,1965-10-23,32.5420944559,1.0,2003-06-29,5
60802,46600,leitema01,6.0,4,4,2,2,1,4,1,3.78,24,81,53,37,6,10,5,13,3,0,59,0.124,0.4,1.0,2001-05-05,1.0,1963-04-13,32.8843258042,1.0,2001-05-10,5
60805,92726,lerewan01,3.2,7,7,5,5,3,2,0,6.52,21,74,38,25,2,11,9,7,3,0,26,-0.228,0.96,-3.2,2007-05-13,1.0,1982-10-28,21.2019164956,1.0,2007-05-19,6
60839,17438,lestejo01,3.2,8,8,7,7,3,4,1,4.72,21,95,58,36,10,12,5,9,5,0,18,-0.482,1.24,-4.9,2006-08-18,1.0,1984-01-07,19.5345653662,1.0,2006-08-23,5
61144,83135,levinal01,1.2,5,5,5,5,5,0,0,3.87,15,51,18,10,1,7,2,8,5,0,20,-0.433,1.2,-4.7,2000-09-27,1.0,1968-05-22,27.9507186858,1.0,2001-05-10,225
61198,116685,lewisco01,5.0,5,5,3,3,5,1,0,3.48,25,94,47,29,8,10,7,11,6,0,41,-0.02,1.3,0.0,2004-04-12,1.0,1979-08-02,21.3360711841,1.0,2004-04-17,5
61436,83340,lidleco01,5.0,9,9,5,5,3,3,1,5.13,27,85,54,34,6,14,11,10,5,0,29,-0.261,1.2,-1.7,2002-05-07,1.0,1972-03-22,26.0260095825,1.0,2002-05-12,5
61482,120909,lidleco01,7.0,7,7,5,5,2,2,1,5.81,31,93,56,33,9,14,12,14,2,0,43,-0.116,0.94,-1.1,2003-07-30,1.0,1972-03-22,27.0882956879,1.0,2003-08-04,5
61549,88212,lidleco01,5.0,6,6,3,3,2,3,0,4.64,22,78,52,33,5,14,7,10,7,0,44,0.022,1.17,-0.3,2005-08-18,1.0,1972-03-22,28.8624229979,1.0,2005-08-24,6
61881,88292,liebejo01,5.0,7,7,5,5,0,4,3,5.81,22,87,60,36,11,13,7,11,3,0,37,-0.226,0.72,-2.2,2006-05-19,1.0,1970-04-02,31.2142368241,1.0,2006-05-24,5
61910,88474,liebejo01,5.0,10,10,7,6,2,5,1,4.21,27,96,59,34,12,13,6,14,4,0,24,-0.387,1.16,-4.3,2007-06-15,1.0,1970-04-02,32.1423682409,1.0,2007-06-20,5
61911,35757,liebejo01,5.1,10,10,7,7,2,3,0,4.73,29,90,60,42,5,13,8,15,6,0,21,-0.427,1.68,-2.6,2007-06-20,1.0,1970-04-02,32.1533196441,1.0,2008-05-07,322
61970,112131,lillyte01,6.0,3,3,0,0,2,4,0,3.16,24,89,57,32,8,17,10,7,2,0,68,0.194,0.96,2.2,2002-07-15,1.0,1976-01-04,22.9185489391,1.0,2002-07-20,5
62036,75220,lillyte01,6.1,5,5,3,3,2,4,2,3.92,27,95,62,37,6,19,9,12,3,0,53,-0.028,0.76,0.3,2004-09-22,1.0,1976-01-04,24.810403833,1.0,2004-09-29,7
62056,121213,lillyte01,5.1,7,7,5,5,3,4,2,5.38,26,96,57,38,7,12,4,15,4,0,35,-0.117,0.93,-2.1,2005-07-19,1.0,1976-01-04,25.5195071869,1.0,2005-07-24,5
62436,75018,limajo01,4.0,7,7,6,6,3,2,1,3.72,22,86,50,30,7,13,7,10,3,0,23,-0.347,0.98,-3.9,2003-08-18,1.0,1972-09-30,26.6803559206,1.0,2003-08-23,5
62518,105641,linceti01,6.0,9,9,6,6,1,8,2,3.88,26,91,61,28,12,21,9,8,4,0,37,-0.251,0.65,-2.8,2007-08-11,1.0,1984-06-15,20.0027378508,1.0,2007-08-16,5
62810,67905,lincomi01,4.1,7,7,4,4,4,3,2,9.87,25,96,48,27,10,11,6,11,5,0,32,-0.217,1.06,-2.6,2000-07-17,1.0,1975-04-10,21.8316221766,1.0,2000-07-22,5
62822,50433,linebsc01,5.0,5,5,3,3,4,2,0,3.71,20,79,44,24,2,18,10,4,0,0,43,-0.017,1.1,0.0,2003-05-17,1.0,1976-08-04,23.1375770021,1.0,2003-05-23,6
62955,68881,liriafr01,8.0,3,3,2,2,3,12,0,1.96,29,104,72,31,20,21,9,5,0,0,77,0.367,1.25,2.3,2006-07-28,1.0,1983-10-26,19.6577686516,1.0,2006-08-07,10
63263,27245,livinbo01,5.0,11,11,5,5,1,3,0,4.7,26,92,60,37,10,13,9,13,8,0,27,-0.19,1.0,-2.2,2007-08-16,1.0,1982-09-03,21.5550992471,1.0,2007-08-21,5
63461,12378,loaizes01,7.0,6,6,0,0,1,5,0,5.06,27,117,72,45,9,18,10,11,7,0,69,0.483,1.11,3.6,2001-10-01,1.0,1971-12-31,25.7056810404,1.0,2001-10-05,4
63585,83968,loaizes01,6.0,6,6,3,3,1,3,0,8.59,23,86,58,47,3,8,4,15,5,0,50,-0.014,1.14,0.2,2006-04-18,1.0,1971-12-31,29.6317590691,1.0,2006-04-23,5
63607,101219,loaizes01,5.0,9,9,5,5,0,4,2,4.84,23,93,66,45,9,12,8,11,3,0,33,-0.134,0.95,-2.3,2006-09-25,1.0,1971-12-31,30.0095824778,1.0,2006-09-29,4
63617,59784,loaizes01,5.0,5,5,2,2,1,1,0,4.15,21,70,44,28,1,15,5,14,3,0,49,0.025,1.05,0.5,2008-04-27,1.0,1971-12-31,31.3812457221,1.0,2008-05-03,6
63767,117067,loeka01,5.0,6,6,5,5,1,3,1,5.57,23,92,59,39,5,15,7,12,5,0,37,-0.208,1.09,-1.8,2006-06-13,1.0,1981-09-10,21.3880903491,1.0,2006-06-18,5
63777,101281,loeka01,5.1,8,8,5,5,4,2,1,6.37,25,87,49,29,6,14,11,8,3,0,30,-0.114,0.96,-2.5,2007-06-02,1.0,1981-09-10,22.2258726899,1.0,2007-06-07,5
63786,117265,loeka01,6.2,7,7,3,3,2,5,0,5.59,27,117,77,44,11,22,12,8,4,0,51,0.046,1.42,0.8,2007-07-24,1.0,1981-09-10,22.3490759754,1.0,2007-07-29,5
63816,13226,loewead01,6.0,2,2,1,1,5,5,0,3.2,25,105,59,29,11,19,10,5,2,0,64,0.252,1.45,2.3,2007-04-26,1.0,1984-04-09,19.909650924,1.0,2007-05-01,5
63820,13380,loewead01,6.0,6,6,3,3,5,3,1,6.32,27,109,60,33,6,21,8,11,2,0,46,-0.046,0.74,0.2,2008-04-16,1.0,1984-04-09,20.7501711157,1.0,2008-04-24,8
64298,109859,loopebr01,6.0,11,11,6,6,3,1,1,4.12,33,104,61,42,4,15,9,19,9,0,24,-0.264,0.64,-2.9,2007-06-09,1.0,1974-10-28,28.1752224504,1.0,2007-06-15,6
64470,63838,lopezal02,9.0,3,3,0,0,2,8,0,4.81,30,112,76,37,20,19,11,9,4,0,87,0.34,0.69,4.6,2001-10-05,1.0,1971-08-18,26.0342231348,1.0,2002-04-05,182
64473,109020,lopezal02,5.2,10,10,3,3,1,5,0,4.24,27,102,70,44,12,14,11,10,6,0,41,-0.116,1.0,-0.4,2002-05-04,1.0,1971-08-18,26.5325119781,1.0,2002-06-25,52
64520,12578,lopezro02,6.0,7,7,4,4,2,3,1,7.31,27,96,60,40,9,11,10,11,5,0,43,-0.131,0.89,-0.8,2003-04-24,1.0,1975-12-14,23.6358658453,1.0,2003-05-01,7
64630,59597,lopezro02,6.0,5,5,1,1,2,2,0,1.38,22,68,43,26,3,14,13,5,1,0,58,0.188,0.96,2.2,2007-04-10,1.0,1975-12-14,27.06091718,1.0,2007-04-18,8
64641,123470,lopezro02,6.0,5,5,3,3,1,3,1,4.46,23,85,53,28,0,25,6,13,4,0,52,0.088,0.89,1.0,2007-07-21,1.0,1975-12-14,27.3018480493,1.0,2007-07-26,5
64751,43265,louxsh01,3.1,7,7,6,6,2,0,1,8.17,20,63,33,24,1,8,9,9,2,0,20,-0.267,0.89,-3.5,2003-09-17,1.0,1979-08-31,20.7748117728,1.0,2003-09-24,7
65204,96806,lowryno01,6.0,3,3,0,0,2,8,0,3.78,23,108,71,39,13,19,3,9,1,0,72,0.343,1.04,2.8,2005-09-29,1.0,1980-10-10,21.5715263518,1.0,2006-04-06,189
65256,105651,lowryno01,5.0,12,12,6,6,1,4,1,3.59,27,94,63,35,8,20,7,15,5,0,22,-0.302,1.16,-3.3,2007-08-24,1.0,1980-10-10,23.2142368241,1.0,2007-08-29,5
65597,54496,macdomi01,5.0,6,6,4,3,2,3,0,5.79,22,99,62,37,9,16,10,7,6,0,42,-0.071,0.81,-1.0,2001-09-27,1.0,1977-03-05,21.2210814511,1.0,2001-10-03,6
65997,46720,maddugr01,6.0,8,8,4,4,2,4,1,3.08,28,91,59,38,7,14,8,14,7,0,42,-0.197,0.67,-1.0,2001-09-27,1.0,1966-04-14,30.6310746064,1.0,2001-10-02,5
66263,83783,madribo01,9.0,3,3,2,1,4,4,0,3.27,35,133,85,47,9,29,13,14,4,0,75,0.321,1.28,3.0,2004-09-29,1.0,1976-02-28,24.6981519507,1.0,2005-04-06,189
66282,88346,madsory01,4.0,5,5,2,2,5,2,0,6.18,23,93,53,37,5,11,3,11,4,0,41,-0.158,1.31,-1.6,2006-07-25,1.0,1980-08-28,22.3819301848,1.0,2006-07-30,5
66321,83353,madurca01,4.0,10,10,6,6,2,0,1,5.18,24,94,60,39,1,20,3,19,9,0,16,-0.365,0.86,-3.9,2002-05-22,1.0,1974-09-05,23.9397672827,1.0,2002-05-28,6
66458,82992,mahayro01,4.0,9,9,6,6,2,2,1,13.5,22,81,47,31,4,12,7,11,5,0,20,-0.324,1.1,-3.7,2000-04-08,1.0,1971-06-28,24.8651608487,1.0,2000-05-02,24
66805,112682,mainejo01,2.2,6,6,5,5,3,1,1,6.3,17,65,34,18,5,11,6,7,4,0,24,-0.396,1.11,-3.9,2005-09-30,1.0,1981-05-08,21.0787132101,1.0,2006-05-02,214
66873,80080,mainejo01,7.0,6,6,3,3,2,5,2,4.2,28,104,66,42,7,17,8,13,6,0,56,0.062,1.0,0.5,2008-07-23,1.0,1981-05-08,23.5071868583,1.0,2008-07-28,5
66876,92986,mainejo01,5.0,2,2,0,0,4,3,0,3.82,20,96,59,42,8,9,7,6,3,0,62,0.29,1.45,2.4,2008-08-18,1.0,1981-05-08,23.5674195756,1.0,2008-08-23,5
67003,121675,marcush01,7.0,7,7,1,1,2,9,0,2.43,29,97,62,32,12,18,11,7,2,0,66,0.266,1.34,2.6,2008-06-11,1.0,1981-12-14,22.8884325804,1.0,2008-06-18,7
67129,39431,marmoca01,5.0,5,5,6,6,8,1,1,5.5,26,106,52,32,3,17,8,9,6,0,26,-0.359,1.07,-3.1,2006-08-13,1.0,1982-10-14,20.5886379192,1.0,2006-08-18,5
67259,43637,marotmi01,6.1,6,6,3,3,1,5,2,2.45,26,91,52,30,6,16,6,14,5,0,53,0.134,0.65,1.3,2006-05-20,1.0,1977-08-17,24.8432580424,1.0,2006-05-25,5
67278,9038,marotmi01,5.0,11,11,10,10,3,0,2,5.82,29,101,59,43,8,8,13,13,4,0,2,-0.327,0.34,-7.4,2007-07-19,1.0,1977-08-17,25.8480492813,1.0,2007-07-27,8
67298,87607,marquja01,6.2,9,9,6,5,2,4,1,4.97,30,107,67,36,12,19,14,11,6,0,36,-0.344,0.94,-1.2,2002-04-09,1.0,1978-08-21,20.4188911704,1.0,2002-04-14,5
67616,27046,marshse01,5.1,7,7,7,5,1,4,3,5.0,25,88,65,34,11,20,5,15,1,0,33,-0.391,0.92,-3.2,2006-07-16,1.0,1982-08-30,20.6269678303,1.0,2006-07-22,6
68255,111953,martipe02,5.0,4,4,1,1,1,6,0,2.0,20,89,59,29,14,16,4,9,3,0,60,0.178,0.95,1.7,2001-06-21,1.0,1971-10-25,25.620807666,1.0,2001-06-26,5
68258,16642,martipe02,6.0,2,2,0,0,0,6,0,2.22,21,87,59,30,15,14,10,4,1,0,74,0.382,1.02,3.3,2001-09-01,1.0,1971-10-25,25.7932922656,1.0,2001-09-07,6
68297,68324,martipe02,5.0,8,8,5,5,1,4,1,3.15,26,83,56,35,9,12,10,10,2,0,34,-0.26,0.8,-2.2,2003-05-09,1.0,1971-10-25,27.2470910335,1.0,2003-05-15,6
68397,79734,martipe02,6.0,2,2,2,2,5,8,0,3.01,25,110,66,33,17,16,4,8,2,0,63,0.085,1.12,1.2,2006-06-22,1.0,1971-10-25,29.9438740589,1.0,2006-06-28,6
68401,79772,martipe02,7.1,3,3,2,2,4,2,2,3.42,30,108,67,45,2,20,17,7,1,0,62,0.171,0.92,1.3,2006-08-09,1.0,1971-10-25,30.0561259411,1.0,2006-08-14,5
68404,79814,martipe02,5.0,4,4,4,3,1,7,0,4.08,20,87,52,18,18,16,5,6,2,0,51,-0.221,1.25,-1.4,2006-09-21,1.0,1971-10-25,30.160164271,1.0,2006-09-27,6
68410,79978,martipe02,7.0,7,7,3,2,1,8,0,2.57,30,105,73,37,19,17,5,16,6,0,60,-0.053,0.71,0.6,2007-09-27,1.0,1971-10-25,31.0362765229,1.0,2008-04-01,187
68715,58645,martira02,5.0,4,4,5,5,5,3,1,7.62,23,94,55,29,10,16,5,10,3,0,37,-0.311,0.99,-2.6,2001-04-25,1.0,1968-03-22,28.59137577,1.0,2001-05-01,6
68932,31421,mateoju02,5.0,3,3,1,1,4,4,0,4.09,22,86,46,27,6,13,8,6,2,0,57,0.169,1.2,1.8,2006-09-24,1.0,1982-12-17,20.5366187543,1.0,2006-09-30,6
68958,117379,mathido01,3.2,12,12,8,8,3,4,2,9.0,25,100,58,38,3,17,7,11,7,0,6,-0.511,1.14,-6.2,2008-06-02,1.0,1983-06-07,21.5879534565,1.0,2008-06-08,6
68968,88374,mathisc01,4.0,8,8,6,6,2,3,3,7.23,22,90,57,36,7,14,8,9,5,0,23,-0.339,0.76,-3.7,2006-08-17,1.0,1984-02-27,19.4113620808,1.0,2006-09-02,16
69011,17694,matsuda01,5.2,6,6,3,3,6,7,0,2.4,29,118,67,37,10,20,8,8,2,0,46,0.04,1.06,0.1,2008-05-22,1.0,1980-09-13,23.9206023272,1.0,2008-05-27,5
69118,108917,matthmi01,4.2,8,8,3,3,2,2,1,3.25,22,80,43,29,4,10,8,10,5,0,36,-0.122,0.75,-0.8,2001-07-13,1.0,1973-10-24,23.947980835,1.0,2001-07-18,5
69277,119974,mayda02,3.0,8,8,5,5,2,5,0,5.08,20,71,45,28,6,11,4,9,5,0,26,-0.382,1.16,-3.7,1997-09-08,1.0,1972-06-13,21.8042436687,1.0,2002-04-13,1678
69369,59347,mayda02,4.1,10,10,4,4,0,2,1,5.61,22,88,57,36,6,15,11,9,4,0,29,-0.247,1.01,-2.0,2005-06-29,1.0,1972-06-13,28.5475701574,1.0,2005-07-09,10
69455,34881,maysjo01,3.0,5,5,5,5,3,1,2,12.15,17,73,40,25,7,8,4,9,4,0,27,-0.281,0.6,-3.4,2002-04-09,1.0,1975-12-10,22.7488021903,1.0,2002-04-14,5
69694,117211,mccarbr01,2.0,1,1,4,4,4,1,0,6.35,11,66,33,21,2,10,1,5,0,0,35,-0.256,1.19,-2.9,2007-05-25,1.0,1983-07-07,20.6324435318,1.0,2007-06-09,15
69982,12591,mccluse01,6.1,4,4,1,1,6,3,0,4.08,27,107,58,35,7,16,6,11,3,0,58,0.213,1.25,2.2,2003-05-16,1.0,1981-02-07,19.2361396304,1.0,2003-05-22,6
70682,101477,mcgowdu01,6.0,6,6,4,4,1,5,0,4.36,25,76,53,28,11,14,8,11,7,0,48,-0.223,0.88,-0.9,2008-07-02,1.0,1982-03-24,22.6995208761,1.0,2008-07-08,6
71064,101024,mechegi01,4.1,6,6,4,4,4,1,1,5.16,21,92,50,29,1,20,4,12,6,0,32,-0.103,1.07,-0.7,2005-08-14,1.0,1978-09-08,23.2689938398,1.0,2005-08-19,5
71324,117315,mendolu01,5.0,4,4,1,1,1,2,1,1.93,19,71,46,27,5,14,8,8,3,0,56,0.187,0.95,1.8,2007-09-21,1.0,1983-10-31,20.6406570842,1.0,2007-09-26,5
71327,17655,mendolu01,3.0,5,5,7,7,3,2,1,9.0,17,67,31,16,2,13,5,7,5,0,20,-0.34,0.89,-4.6,2008-04-18,1.0,1983-10-31,21.1362080767,1.0,2008-04-23,5
71434,74637,mendora01,4.2,7,7,4,4,1,8,2,4.34,22,72,53,26,12,15,5,8,3,0,41,-0.19,0.99,-1.3,2001-06-04,1.0,1972-06-15,25.0266940452,1.0,2001-06-09,5
71439,16928,mendora01,4.1,9,9,7,7,0,1,1,6.33,21,61,44,31,5,8,11,9,1,0,18,-0.331,0.86,-3.4,2003-07-24,1.0,1972-06-15,26.8720054757,1.0,2003-07-30,6
71475,87750,mercahe01,4.0,4,4,3,3,1,5,1,5.16,17,72,47,30,8,9,6,5,4,0,46,-0.154,0.64,-1.1,2002-09-13,1.0,1974-04-29,24.514715948,1.0,2002-09-21,8
71703,625,merckke01,3.2,8,8,4,4,4,1,1,5.71,22,73,44,30,4,10,4,13,7,0,26,-0.23,0.88,-2.1,2000-08-27,1.0,1968-02-01,28.1396303901,1.0,2000-09-02,6
71811,49372,micelda01,4.0,9,9,7,6,3,3,1,5.4,23,88,48,29,8,11,8,9,4,0,18,-0.344,0.53,-5.1,1996-08-20,1.0,1970-09-09,22.417522245,1.0,1996-08-25,5
71840,96205,middlja01,4.2,7,7,5,5,2,0,0,5.0,23,77,44,29,5,10,9,12,6,0,28,-0.33,1.15,-3.1,2002-05-17,1.0,1975-06-26,23.2334017796,1.0,2002-06-03,17
72120,1722,millean01,5.0,5,5,2,2,4,4,0,3.76,21,100,63,38,9,16,5,8,4,0,49,0.106,1.37,1.4,2007-07-28,1.0,1985-05-21,19.1649555099,1.0,2007-08-03,6
72142,97234,millean01,5.0,6,6,4,4,4,5,0,5.09,25,92,55,32,8,15,9,6,4,0,40,-0.284,0.86,-1.8,2008-07-08,1.0,1985-05-21,19.9835728953,1.0,2008-07-13,5
72200,121009,milleju01,5.2,10,10,5,5,2,3,3,4.04,31,97,56,35,8,13,11,12,3,0,30,-0.238,1.17,-2.0,2004-05-24,1.0,1977-08-27,23.1019849418,1.0,2004-05-30,6
72208,121109,milleju01,1.0,6,6,5,5,1,1,1,5.57,10,44,23,16,3,4,2,6,3,0,21,-0.34,0.72,-4.4,2004-09-13,1.0,1977-08-27,23.3675564682,1.0,2004-09-19,6
72350,42135,milletr02,3.2,8,8,4,4,1,2,0,9.18,21,76,45,29,6,9,9,7,5,0,30,-0.225,1.36,-2.2,1996-09-24,1.0,1973-05-29,20.1505817933,1.0,1998-09-15,721
72402,50241,millewa04,7.0,6,6,3,3,1,4,1,8.18,27,89,60,39,7,14,10,12,5,0,56,0.019,0.96,0.7,2002-04-07,1.0,1976-09-13,22.0862422998,1.0,2002-04-12,5
72473,50623,millewa04,7.0,6,6,1,0,4,4,0,3.46,31,120,70,45,8,17,9,14,6,0,63,0.29,1.38,2.7,2004-06-20,1.0,1976-09-13,23.9890485969,1.0,2004-06-25,5
72489,17256,millewa04,6.0,6,6,5,5,3,5,2,4.78,27,105,68,42,7,19,5,14,2,0,42,-0.126,1.11,-1.3,2005-08-03,1.0,1976-09-13,24.9582477755,1.0,2005-08-08,5
72497,27138,millewa04,5.0,6,6,3,3,4,3,0,9.0,25,98,54,34,5,15,5,13,4,0,42,-0.06,0.99,-0.2,2007-04-17,1.0,1976-09-13,26.4284736482,1.0,2007-04-22,5
72734,26737,millwke01,6.2,3,3,3,2,3,8,0,4.8,26,99,63,27,15,21,10,5,5,0,63,0.115,1.27,0.4,2004-07-31,1.0,1974-12-24,25.5742642026,1.0,2004-08-05,5
72746,31137,millwke01,6.0,6,6,1,1,2,5,1,3.31,25,106,71,41,8,22,9,9,4,0,59,0.163,1.15,2.0,2005-05-20,1.0,1974-12-24,26.2669404517,1.0,2005-05-25,5
72806,117183,millwke01,6.0,10,10,5,5,2,5,0,5.46,30,106,77,53,4,20,11,12,6,0,35,-0.263,1.32,-2.0,2007-04-23,1.0,1974-12-24,27.9315537303,1.0,2007-04-28,5
72807,121472,millwke01,5.2,8,8,5,5,2,8,1,5.88,28,107,71,37,12,22,9,8,4,0,39,-0.206,1.29,-1.3,2007-04-28,1.0,1974-12-24,27.9425051335,1.0,2007-05-14,16
72840,101423,millwke01,3.0,9,9,7,7,1,2,2,4.94,19,76,52,39,3,10,2,14,9,0,14,-0.328,0.73,-5.5,2008-05-05,1.0,1974-12-24,28.8240930869,1.0,2008-05-10,5
72851,69208,millwke01,6.1,11,11,5,5,1,6,0,5.23,31,114,79,48,7,24,10,14,8,0,36,0.01,0.99,-0.0,2008-07-18,1.0,1974-12-24,28.9993155373,1.0,2008-07-23,5
73233,68239,miltoer01,6.0,5,5,2,2,0,6,0,4.89,23,105,67,43,13,11,8,9,3,0,60,0.162,0.8,1.3,2002-07-27,1.0,1975-08-04,23.3073237509,1.0,2002-08-01,5
73312,26973,miltoer01,6.2,6,6,3,2,2,5,1,2.63,28,98,69,44,10,15,7,14,4,0,55,0.187,1.13,0.8,2006-04-13,1.0,1975-08-04,26.5160848734,1.0,2006-04-18,5
73335,31412,miltoer01,5.0,4,4,1,1,2,3,1,4.84,21,85,53,30,6,17,7,9,1,0,56,0.176,1.06,1.8,2006-09-12,1.0,1975-08-04,26.8747433265,1.0,2006-09-17,5
73341,51066,miltoer01,5.0,7,7,4,3,3,1,0,4.85,25,69,46,30,4,12,5,16,6,0,37,-0.201,0.98,-1.4,2007-05-03,1.0,1975-08-04,27.4277891855,1.0,2007-05-08,5
73412,43759,minerza01,0.1,5,5,5,5,0,0,1,4.84,6,32,19,14,1,4,1,5,4,0,21,-0.319,0.84,-4.0,2006-09-30,1.0,1982-03-12,21.2128678987,1.0,2007-05-17,229
73670,47397,mitrese01,7.0,7,7,2,1,2,5,0,3.82,29,107,62,33,13,16,11,10,5,0,60,0.149,0.99,1.6,2006-04-30,1.0,1981-02-16,21.7713894593,1.0,2006-05-05,5
73673,47553,mitrese01,6.0,10,10,4,4,3,2,1,4.09,31,108,66,41,10,15,18,7,3,0,35,-0.143,0.8,-0.9,2007-04-11,1.0,1981-02-16,22.5900068446,1.0,2007-04-17,6
73896,50273,mlickda01,3.2,8,8,4,4,3,3,1,3.71,21,67,39,21,11,7,5,10,5,0,29,-0.257,0.99,-2.7,2002-05-19,1.0,1968-06-08,29.325119781,1.0,2002-05-25,6
74059,3972,moehlbr01,2.0,7,7,6,6,1,1,1,4.73,14,59,38,27,2,9,4,8,6,0,18,-0.337,0.73,-4.9,2002-08-21,1.0,1971-12-31,26.4722792608,1.0,2002-08-27,6
74064,50405,moehlbr01,5.0,6,6,2,2,1,0,1,6.52,19,54,31,22,0,9,11,7,1,0,46,0.046,0.74,0.7,2003-04-11,1.0,1971-12-31,27.022587269,1.0,2003-04-16,5
74104,75460,moehlbr01,4.0,8,8,6,5,4,3,0,6.55,27,95,55,38,5,12,10,10,5,0,23,-0.369,1.25,-3.8,2006-06-23,1.0,1971-12-31,29.787816564,1.0,2006-07-01,8
75194,109247,morrima01,5.0,10,10,6,5,2,2,0,4.19,26,93,56,33,6,17,13,9,4,0,25,-0.33,0.82,-3.5,2003-07-10,1.0,1974-08-09,24.9828884326,1.0,2003-07-21,11
75233,64316,morrima01,5.0,5,5,2,1,1,7,0,4.55,21,78,48,24,11,13,7,7,2,0,57,0.061,1.61,0.6,2004-09-20,1.0,1974-08-09,26.0205338809,1.0,2004-09-30,10
75685,1807,moseldu01,4.2,8,8,4,4,2,3,1,7.78,24,90,54,39,2,13,10,9,4,0,33,-0.17,0.84,-2.1,2008-04-20,1.0,1981-12-26,22.7351129363,1.0,2008-04-26,6
76407,100427,muldema01,6.1,5,5,3,3,4,4,0,3.77,29,90,52,24,6,22,13,7,2,0,51,-0.043,1.18,0.1,2002-04-06,1.0,1977-08-05,21.311430527,1.0,2002-04-11,5
76460,83590,muldema01,6.1,9,9,6,5,3,6,1,3.09,31,113,69,35,15,19,11,11,5,0,36,-0.263,1.15,-2.5,2003-08-13,1.0,1977-08-05,22.4804928131,1.0,2003-08-19,6
76540,92600,muldema01,5.0,9,9,4,4,2,6,2,5.32,24,78,48,24,7,17,9,7,3,0,37,-0.188,1.08,-1.4,2006-06-15,1.0,1977-08-05,24.9336071184,1.0,2006-06-20,5
76542,79783,muldema01,3.0,9,9,9,9,4,1,1,6.77,22,78,40,29,1,10,6,11,4,0,2,-0.451,0.84,-6.9,2006-08-23,1.0,1977-08-05,25.0978781656,1.0,2006-08-29,6
76546,109949,muldema01,3.0,7,7,4,4,3,0,1,12.27,18,58,34,26,1,7,6,9,2,0,26,-0.234,1.09,-2.4,2007-09-16,1.0,1977-08-05,26.0177960301,1.0,2008-07-09,297
76820,7893,mulhote01,2.2,5,5,3,3,2,1,0,5.8,15,62,37,27,1,9,5,7,5,0,35,-0.226,1.09,-2.1,2000-07-21,1.0,1963-03-09,32.2847364819,1.0,2001-04-04,257
76823,58784,mulhote01,5.0,7,7,2,2,1,4,1,4.88,23,84,56,33,7,16,7,11,4,0,48,0.065,0.98,0.4,2001-09-26,1.0,1963-03-09,33.3059548255,1.0,2001-10-02,6
76844,22503,mulhote01,5.1,9,9,6,6,1,4,0,5.34,24,88,55,29,7,19,7,11,5,0,29,-0.287,1.27,-2.2,2004-09-22,1.0,1963-03-09,35.8904859685,1.0,2004-10-01,9
77362,79411,mussimi01,5.0,9,9,7,5,1,3,2,4.88,25,74,56,35,7,14,10,11,3,0,27,-0.313,0.42,-4.5,2004-07-02,1.0,1968-12-08,30.726899384,1.0,2004-07-06,4
77428,75511,mussimi01,6.0,6,6,3,3,1,6,1,3.54,26,104,75,43,9,23,8,11,5,0,53,-0.047,1.02,-0.0,2006-08-15,1.0,1968-12-08,32.5585215606,1.0,2006-08-20,5
